

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7001053      WPG             14   JUNE90    621198.521     5525063.119
       7001054      WPG             14   JUNE90    621197.550     5525041.127
       7001055      WPG             14   JUNE90    620948.837     5524990.929
       7001056      WPG             14   JUNE90    620861.337     5524997.025
       7001057      WPG             14   JUNE90    620676.171     5525043.203
       7001058      WPG             14   JUNE90    620677.516     5525062.096
       7001059      WPG             14   JUNE90    620498.028     5525165.482
       7001060      WPG             14   JUNE90    620492.491     5525198.607
       7001061      WPG             14   JUNE90    620516.639     5525266.101
       7001063      WPG             14   JUNE90    620681.113     5525364.347
       7001064      WPG             14   JUNE90    620748.694     5525361.286
       7001066      WPG             14   JUNE90    620404.200     5525236.943
       7001067      WPG             14   JUNE90    620391.491     5525312.068
       7001068      WPG             14   JUNE90    620433.538     5525062.874
       7001069      WPG             14   JUNE90    620913.283     5525300.870
       7001070      WPG             14   JUNE90    620946.951     5525307.630
       7001071      WPG             14   JUNE90    620962.533     5525229.979
       7001072      WPG             14   JUNE90    621076.161     5525252.908
       7001073      WPG             14   JUNE90    621106.349     5525103.548
       7001074      WPG             14   JUNE90    620992.841     5525080.593
       7001075      WPG             14   JUNE90    620748.256     5525262.200
       7001076      WPG             14   JUNE90    620689.729     5525282.907
       7001077      WPG             14   JUNE90    620647.492     5525274.885
       7001078      WPG             14   JUNE90    620586.375     5525221.754
       7001079      WPG             14   JUNE90    620595.227     5525175.191
       7001080      WPG             14   JUNE90    620703.914     5525136.800
       7001081      WPG             14   JUNE90    621002.707     5525169.664
       7001082      WPG             14   JUNE90    621528.710     5525289.579
       7001083      WPG             14   JUNE90    621825.060     5526071.800
       7001201    THE PAS           14   NMIP94    355155.262     5967933.961
       7001202    THE PAS           14   NMIP94    355151.728     5967825.648
       7001203    THE PAS           14   NMIP94    350255.646     5968319.755
       7001204    THE PAS           14   NMIP94    348642.533     5968937.886
       7001205    THE PAS           14   NMIP94    353354.891     5967800.057
       7001206    THE PAS           14   NMIP94    353200.034     5968129.539
       7001207    THE PAS           14   NMIP94    353025.001     5968501.824
       7001208    THE PAS           14   NMIP94    355100.479     5966199.727
       7001209    THE PAS           14   NMIP94    355090.816     5965895.845
       7001210    THE PAS           14   NMIP94    350348.088     5970666.820
       7001211    THE PAS           14   NMIP94    351133.722     5970634.387
       7001267    THE PAS           14   NMIP94    353482.047     5967020.023
       7001268    THE PAS           14   NMIP94    353405.071     5967447.469
       7001269    THE PAS           14   NMIP94    353438.610     5967261.287
       7001270    THE PAS           14   NMIP94    353508.317     5966873.716
       7001271    THE PAS           14   NMIP94    353526.696     5966771.598
       7001272    THE PAS           14   NMIP94    353543.010     5966680.984
       7001273    THE PAS           14   NMIP94    352563.924     5966783.609
       7001274    THE PAS           14   NMIP94    352492.678     5966736.441
       7001275    THE PAS           14   NMIP94    352437.262     5967010.728
       7001276    THE PAS           14   NMIP94    352491.859     5966928.433
       7001277    THE PAS           14   NMIP94    352463.876     5966934.208
       7001278    THE PAS           14   NMIP94    352226.274     5966559.922
       7001279    THE PAS           14   NMIP94    352138.318     5966501.638
       7001280    THE PAS           14   NMIP94    352325.813     5966408.863
       7001281    THE PAS           14   NMIP94    352238.256     5966350.384
       7001282    THE PAS           14   NMIP94    352338.908     5965977.815
       7001283    THE PAS           14   NMIP94    353371.512     5966112.083
       7001284    THE PAS           14   NMIP94    353455.215     5966077.277
       7001285    THE PAS           14   NMIP94    353688.472     5965988.187
       7001286    THE PAS           14   NMIP94    353711.916     5965857.918
       7001287    THE PAS           14   NMIP94    353228.496     5965721.463
       7001288    THE PAS           14   NMIP94    353277.510     5965638.082
       7001289    THE PAS           14   NMIP94    353286.346     5965623.057
       7001290    THE PAS           14   NMIP94    352946.590     5964637.503
       7001291    THE PAS           14   NMIP94    352655.144     5964443.079
       7001292    THE PAS           14   NMIP94    351894.378     5963928.155
       7001293    THE PAS           14   NMIP94    351789.967     5963943.694
       7001294    THE PAS           14   NMIP94    352334.517     5964923.298
       7001295    THE PAS           14   NMIP94    352438.671     5965124.461
       7001296    THE PAS           14   NMIP94    352366.258     5965135.311
       7001297    THE PAS           14   NMIP94    352497.552     5965512.825
       7001298    THE PAS           14   NMIP94    352710.311     5965573.541
       7001299    THE PAS           14   NMIP94    352308.510     5965982.351
       7001300    THE PAS           14   NMIP94    352161.992     5965718.954
       7001301    THE PAS           14   NMIP94    351639.861     5966171.911
       7001302    THE PAS           14   NMIP94    351739.709     5966020.916
       7001303    THE PAS           14   NMIP94    352132.166     5965519.801
       7001304    THE PAS           14   NMIP94    351796.484     5965570.261
       7001305    THE PAS           14   NMIP94    351751.804     5965577.071
       7001306    THE PAS           14   NMIP94    351752.123     5965579.169
       7001307    THE PAS           14   NMIP94    351654.365     5965594.014
       7001308    THE PAS           14   NMIP94    351699.022     5965035.955
       7001309    THE PAS           14   NMIP94    351702.038     5965055.832
       7001310    THE PAS           14   NMIP94    351684.375     5964855.142
       7001311    THE PAS           14   NMIP94    351672.615     5964694.058
       7001312    THE PAS           14   NMIP94    351669.606     5964674.168
       7001313    THE PAS           14   NMIP94    351645.575     5964514.894
       7001314    THE PAS           14   NMIP94    351513.590     5966675.156
       7001315    THE PAS           14   NMIP94    351465.511     5966656.591
       7001316    THE PAS           14   NMIP94    351545.496     5966638.567
       7001317    THE PAS           14   NMIP94    351265.399     5967051.494
       7001318    THE PAS           14   NMIP94    351166.103     5967165.444
       7001319    THE PAS           14   NMIP94    350684.908     5967060.974
       7001320    THE PAS           14   NMIP94    350598.279     5967154.947
       7001321    THE PAS           14   NMIP94    351199.014     5967218.912
       7001322    THE PAS           14   NMIP94    351248.489     5967254.524
       7001323    THE PAS           14   NMIP94    351251.506     5967256.386
       7001324    THE PAS           14   NMIP94    351236.506     5967245.677
       7001325    THE PAS           14   NMIP94    351002.324     5967521.767
       7001326    THE PAS           14   NMIP94    353879.107     5968194.178
